   -0.228920910955817347E+00    0.180837486002160291E+00   -0.294422626492853442E+04   -0.599146350544150419E+01    1
    0.606492285741057513E+00    0.221822945330069132E+00   -0.196384605928961719E+04   -0.599396350544151169E+01    1
    0.701048622752206030E+00    0.247113503156875247E+00   -0.158667753713052412E+04   -0.599646350544151474E+01    1
   -0.147128384371309484E+01    0.282281415545769632E+00   -0.148968271215149775E+04   -0.599896350544151957E+01    1
   -0.482566302634808653E+00    0.255848074457292740E+00   -0.146826912754057935E+04   -0.600146350544151552E+01    1
    0.426113218501818714E+00    0.274228198174257198E+00   -0.123661625474982588E+04   -0.600396350544151858E+01    1
   -0.388797323774330295E+00    0.288056050344876469E+00   -0.113061070564490615E+04   -0.600646350544151630E+01    1
    0.163312428204041193E+01    0.321201987245812171E+00   -0.112927578030418908E+04   -0.600896350544152469E+01    1
    0.542124081364435462E+00    0.332277514793149098E+00   -0.832128425041362561E+03   -0.601146350544151886E+01    1
   -0.525210138741759147E+00    0.338650953814728040E+00   -0.816412211405815015E+03   -0.601396350544150859E+01    1
    0.324393475575258772E+00    0.333921900355319878E+00   -0.808550437052689290E+03   -0.601646350544151520E+01    1
    0.809378388637379542E+00    0.364142096664447079E+00   -0.710518074312921954E+03   -0.601896350544151559E+01    1
   -0.872448326177730632E-01    0.361478587727204870E+00   -0.680547484364212551E+03   -0.602146350544152753E+01    1
   -0.111976526094901363E+01    0.402662906681321653E+00   -0.638485775206474841E+03   -0.602396350544153325E+01    1
    0.186912454774842252E+00    0.381926871854285366E+00   -0.602967925026203829E+03   -0.602646350544152298E+01    1
    0.823521801242580787E+00    0.424228998029046511E+00   -0.513473184253445993E+03   -0.602896350544150561E+01    1
   -0.444586184198222489E+00    0.425621702754508946E+00   -0.494635265713538729E+03   -0.603146350544150955E+01    1
   -0.150886054668354630E+01    0.484559011804986728E+00   -0.482092687540883674E+03   -0.603396350544152682E+01    1
   -0.219589558687055852E+01    0.542004729431731391E+00   -0.481723811615242937E+03   -0.603646350544153165E+01    1
    0.191766102288576268E+00    0.429708278982088743E+00   -0.467781387946559676E+03   -0.603896350544152227E+01    1
   -0.107309122151693290E+00    0.430772355751820546E+00   -0.467076018650787944E+03   -0.604146350544151556E+01    1
   -0.334393021133068846E+00    0.438297879423158510E+00   -0.458182706808677892E+03   -0.604396350544152039E+01    1
   -0.107633810985391576E+01    0.480676782348830489E+00   -0.432573579033471731E+03   -0.604646350544152966E+01    1
    0.628543884287270260E+00    0.453684231844872776E+00   -0.431083556207453114E+03   -0.604896350544152206E+01    1
   -0.211223633998184751E+00    0.450301446873031530E+00   -0.427306050205921622E+03   -0.605146350544152156E+01    1
    0.316955711029681619E+00    0.449758110937325983E+00   -0.426148112695919281E+03   -0.605396350544152995E+01    1
    0.166207127103616348E+00    0.455986704955744948E+00   -0.411254323164333812E+03   -0.605646350544151790E+01    1
   -0.317333095337341609E+00    0.461009645829867365E+00   -0.410130849042733360E+03   -0.605896350544151829E+01    1
   -0.315729130804459412E+00    0.462624458936181038E+00   -0.406979805438169819E+03   -0.606146350544153112E+01    1
    0.445811757982926216E+00    0.470638985675317145E+00   -0.390113030209881742E+03   -0.606396350544153950E+01    1
