    0.133375612405433136E+00    0.283000026707516339E+01    0.295657164933388061E+00    0.647368551197663677E+01   -0.228034594502335541E+00    0.439553915662986405E+01   -0.102788467296747155E+01    0.124915896793129688E+01   -0.539717462891799755E+02
    0.135206930520474966E+01    0.271938022557405867E+01    0.625406793614278977E+00    0.901540357645144752E+01    0.564944718991944539E+00    0.368340917420406733E+01   -0.157633632542493585E+01    0.204906473342787931E+01   -0.500884256681999318E+02
   -0.751487173947712583E+00    0.290502435785382351E+01    0.121115723490933114E+01    0.610561294503818086E+01   -0.961704033565275229E+00    0.549883642438424669E+01   -0.115138108102782954E+01    0.157925854871262383E+01   -0.499829376403337591E+02
   -0.701250175957240041E+00    0.332696189642195916E+01    0.167842601275707315E+01    0.588456270937067494E+01   -0.107788935024385113E+01    0.513921019972258364E+01   -0.133778068018694007E+01    0.184664873909228966E+01   -0.496127896725303543E+02
    0.707066812132991052E+00    0.401229924343981015E+01    0.137749942368242478E+00    0.647476231771525068E+01    0.848523929204178740E+00    0.391242661670520908E+01   -0.842214312528334619E-02    0.158781134393725831E+01   -0.492501497166095135E+02
   -0.171091957000404055E+00    0.299767197473747693E+01    0.124316207895882691E+01    0.830214988174337343E+01    0.411687880448248500E+00    0.434075827032032446E+01   -0.133520734493935489E+01    0.106553392697717642E+01   -0.485595449851885377E+02
    0.786133028609849349E+00    0.247007919293427092E+01    0.942550782746899518E+00    0.118753024357988437E+02    0.597796591341100081E+00    0.408277604401276939E+01   -0.129356169334668625E+01    0.169297846814238162E+01   -0.473269275957555067E+02
    0.254666175829204644E+00    0.385408452331227336E+01   -0.103470762659183579E+01    0.583884313464037508E+01    0.480582340879711800E+00    0.489274096671127179E+01    0.239918539858288121E+00    0.177195823404012254E+01   -0.467122676650738953E+02
   -0.263358821024251455E+00    0.300141523802738330E+01   -0.153008128084858597E+01    0.615246725624619373E+01   -0.348155526831534390E+00    0.634951940264064429E+01    0.739285303677371108E+00    0.156265889452079954E+01   -0.463290944313598629E+02
    0.831443428447983246E-01    0.333192671945352537E+01   -0.510983002419140075E+00    0.585349274979633183E+01    0.191568602461967885E+00    0.608470680499220595E+01    0.432240714352125077E+00    0.144017369677079787E+01   -0.462359660465935320E+02
   -0.125317107175773534E+01    0.488059663267186572E+01    0.910286044496453450E+00    0.669930120566383280E+01   -0.351161677442180908E+00    0.421927041273046655E+01   -0.139058926844351882E+01    0.138660128500732993E+01   -0.460723675325967861E+02
    0.749688531126634361E+00    0.381424922864235816E+01   -0.233213191517934598E-01    0.621833090435139901E+01    0.641094675080667198E+00    0.462254685131119025E+01    0.176285851577835329E+00    0.166696564525969260E+01   -0.457863924970251759E+02
   -0.733313141571664051E+00    0.318709176339045275E+01    0.134081458408019349E+01    0.612060765837640730E+01   -0.878800288904286631E+00    0.638482757192450467E+01   -0.131340453189068618E+01    0.135809135510927370E+01   -0.453972500918829667E+02
   -0.412818362538444728E+00    0.355095263522923554E+01    0.867614321260760435E+00    0.555356992974657615E+01    0.456938212169463231E+00    0.100499210196803475E+02   -0.125006204017810774E+01    0.113406181568670683E+01   -0.452292283707634084E+02
   -0.538196582264211520E+00    0.318410700596117913E+01    0.353381289608189819E+00    0.739433212947557106E+01    0.405239246050426383E+00    0.464107822363788447E+01   -0.138386125673609195E+01    0.131387969569150109E+01   -0.451565223028342473E+02
   -0.346396577239078074E+00    0.281321549069202437E+01    0.133092553906682176E+00    0.860293256243688731E+01   -0.520754392938785893E+00    0.501080044526469948E+01   -0.116096157525812389E-01    0.118399928089271067E+01   -0.451269026327534704E+02
    0.100217189643555371E+01    0.320094507932071881E+01    0.843332379366840135E-01    0.742023040179966031E+01   -0.393633452641320603E+00    0.421736537510604226E+01   -0.907932721895716943E+00    0.188531885675960131E+01   -0.449992101842238412E+02
   -0.112340452210185321E+00    0.282027838049333290E+01   -0.119574274909395006E+01    0.624377749930738446E+01   -0.225577928463615240E+00    0.783904307849198467E+01    0.670625675369312058E+00    0.152494877855774558E+01   -0.449862353924742138E+02
   -0.139478032811745978E+01    0.377017956810052945E+01    0.104113851456982029E+00    0.586512340734524251E+01    0.913935110188407229E+00    0.575361497960504487E+01   -0.842732941646625600E+00    0.143388101899315368E+01   -0.449417399626109102E+02
   -0.615401643671886656E+00    0.345769243055829101E+01    0.145080103904384128E+01    0.721726190306020499E+01   -0.432285581368325400E+00    0.448513850988205753E+01   -0.110383960259184599E+01    0.146499748652609063E+01   -0.448705830430339319E+02
   -0.842987537319466851E+00    0.366495554183899097E+01    0.706132152457077833E+00    0.830568548468354884E+01   -0.285734130459980529E+00    0.401425685473431404E+01   -0.962234556876959912E+00    0.131726499636123262E+01   -0.448425457385026078E+02
   -0.517910277540268096E-01    0.276730935314785231E+01    0.125650409692505916E+01    0.109793553682244287E+02    0.848179168110086312E+00    0.465113178819311646E+01   -0.885727112906002700E+00    0.104682042334003333E+01   -0.447838419473959988E+02
   -0.131437006980382254E+01    0.341996835891929418E+01    0.141379616678217218E+00    0.661975053553307546E+01    0.609676955323875558E+00    0.507350242299955134E+01   -0.970188139369943303E+00    0.141428277414379200E+01   -0.447484543742996834E+02
    0.769789487763046787E+00    0.340159743990560859E+01   -0.137737749152859967E+01    0.662760892872699170E+01   -0.524996679996383109E+00    0.475582830847338389E+01    0.538593199272949241E+00    0.186263594405498889E+01   -0.446426902006357693E+02
    0.127001797128753169E+01    0.351464341285343318E+01    0.729996209051569367E-01    0.626010901230600592E+01    0.843015181791323509E+00    0.500145015657825365E+01    0.191290663808049183E+00    0.244271125631934316E+01   -0.445176094070016148E+02
    0.929157088177676033E-01    0.380070827040777814E+01   -0.943157306906743265E+00    0.722412359893741929E+01   -0.138042346782643072E+00    0.433708592332219478E+01    0.366512134184156568E+00    0.145859649021101645E+01   -0.443514139473288083E+02
   -0.130173521084476596E+01    0.332741108547474118E+01    0.113510721004438112E+00    0.570699710229722612E+01    0.163759963922093310E+01    0.898815763556366676E+01   -0.109702644277553163E+01    0.134452977489862890E+01   -0.442804272157321179E+02
   -0.495630239939593820E+00    0.300225695563848349E+01   -0.526022693332473312E+00    0.736242410953898752E+01   -0.561429381912507464E+00    0.625259475594411285E+01    0.571783619411839542E-01    0.105071046873307772E+01   -0.442801164002649017E+02
    0.153731982548734969E+01    0.216062686297438633E+01    0.373137415294938768E+00    0.784018718600920916E+01    0.599224562855101950E+00    0.747720771465261791E+01   -0.751337302856361466E+00    0.188969801233175594E+01   -0.442671275390321313E+02
    0.734103469436740874E+00    0.468587458409056978E+01   -0.511513794986498405E+00    0.585182954968072533E+01    0.196438120779569303E+01    0.505259043912998962E+01    0.136290453359936475E+00    0.154699563838959064E+01   -0.442292554267218065E+02
   -0.302233804478176243E-01    0.323259175861735892E+01   -0.202839135481926558E+01    0.767488482684772677E+01    0.107190265629500486E+00    0.451786850435008702E+01    0.410410568791068520E+00    0.148026930529262035E+01   -0.441967933979317991E+02
    0.536267319751218413E-01    0.312922029367161514E+01   -0.791941117520213123E+00    0.643079152844426982E+01   -0.212504946904930214E+00    0.602067026138407879E+01    0.102443826904710700E+01    0.175332075132380205E+01   -0.441412388486803309E+02
   -0.633743893721417817E+00    0.290630947935525530E+01    0.184560265543768975E+00    0.645456162029787350E+01    0.101704894086339648E+01    0.684096694082222800E+01   -0.837330839414190731E+00    0.130476061573591884E+01   -0.441147026188813385E+02
    0.667264147685612596E+00    0.403042329051228609E+01    0.603659972499623592E-02    0.936342122117855702E+01    0.299330682914193957E+00    0.360849835772928840E+01   -0.182930555014097967E+00    0.144654446555067295E+01   -0.440430480103163404E+02
    0.111725744803622051E+01    0.359614122493297783E+01   -0.160061662051053810E+01    0.657750208305676587E+01   -0.128569253503857617E+01    0.491306259948738511E+01    0.308799594056809790E+00    0.144378682596005548E+01   -0.439237845451686582E+02
    0.461318574407106330E+00    0.376695920031799769E+01   -0.351647466884423887E+00    0.563450136401543400E+01    0.445641375715319088E+00    0.654824981922953420E+01   -0.598582575013670154E-01    0.135424211252385152E+01   -0.439134926851289151E+02
    0.104052678676392896E+01    0.320018577161533724E+01   -0.125821291089060461E+01    0.689993692095120359E+01   -0.825654866381749675E+00    0.482148440439331871E+01    0.337505635393140602E+00    0.175866088315652136E+01   -0.438588521119862804E+02
   -0.103568672807912987E+00    0.326195372011520224E+01    0.123916304181780013E+01    0.832443408390525796E+01   -0.751630378152711609E+00    0.421303571974686619E+01   -0.829498421824944931E+00    0.159421624168848020E+01   -0.437540573949101486E+02
    0.829757349646766174E+00    0.431343938942170979E+01   -0.539643353496270906E+00    0.586600751824037303E+01    0.205661141523543378E+01    0.513773504963906547E+01    0.118055594378887838E+00    0.168062183810095567E+01   -0.437450676887752650E+02
    0.545269044952852888E+00    0.276735727020435807E+01    0.807492894528644034E+00    0.650172672639873994E+01    0.104035370420677409E+01    0.649626613683528920E+01   -0.875794467233262819E+00    0.146254359262895894E+01   -0.436928324518079307E+02
   -0.372309495405092061E+00    0.295089746519463958E+01    0.785840059931271595E+00    0.750469420369122808E+01    0.546355358775898026E+00    0.569147788049315384E+01   -0.114305021560111930E+01    0.110300147569784457E+01   -0.436808617698257962E+02
    0.892234411923905846E+00    0.534330787943726992E+01   -0.847321246496153535E-01    0.927929201709762808E+01    0.400140172552523432E+00    0.345513906934628556E+01   -0.121661097888567471E+01    0.161913128400627371E+01   -0.436686880829228556E+02
   -0.360995713968316756E+00    0.290819460244945294E+01   -0.341423269931483142E+00    0.814284409121119701E+01   -0.401068747385704416E+00    0.549243177123202297E+01    0.213314772492419480E+00    0.117014605488073542E+01   -0.436523543121515303E+02
    0.497486238505698841E+00    0.544747020463889875E+01   -0.415911803920125445E+00    0.582540952307239390E+01    0.630369423693104225E+00    0.524284680338744113E+01    0.955176408548927131E-01    0.150765983779940593E+01   -0.435958035808859705E+02
   -0.103257695693405727E+01    0.356963136161713734E+01    0.124504326781449359E+01    0.841762363864141783E+01   -0.433515694623489156E+00    0.414014396422772091E+01   -0.121459806594613795E+01    0.149231799192017478E+01   -0.435722173582363155E+02
    0.414452245078106907E+00    0.364661470341528560E+01    0.144918845059408152E+01    0.644325691887754104E+01    0.105839455049525899E+01    0.497257448166009208E+01   -0.726166098391768489E+00    0.143245617737717268E+01   -0.435301174119652075E+02
   -0.455677602120443892E+00    0.318527172069799702E+01    0.986732010573716511E+00    0.826874213630685340E+01   -0.726905400499651133E+00    0.456987953400098412E+01   -0.843372003086741984E+00    0.127161927513149520E+01   -0.435298040509274244E+02
    0.170641406559242537E+00    0.369232156010243484E+01    0.247297537444571836E+01    0.640340253404054138E+01    0.916073699879717984E+00    0.534081377329946605E+01   -0.882595456821566704E+00    0.128088062883405063E+01   -0.435199690480991848E+02
    0.441217664669732654E-01    0.316875228033376422E+01    0.234695981912178198E+01    0.653693276614455154E+01    0.107358992801114073E+01    0.607318225917666688E+01   -0.966541509289207457E+00    0.125222534267094021E+01   -0.434233530789339000E+02
    0.529432817493796781E+00    0.435740244815254130E+01   -0.137689365098589467E+01    0.641011575769787090E+01   -0.574664907007110259E+00    0.478814320050926767E+01    0.524685680090642093E+00    0.158660008640246342E+01   -0.433522989109674484E+02
   -0.132136755987665749E+00    0.296295183465762868E+01    0.164770980612284257E+01    0.862399657348143300E+01   -0.416573580313350122E+00    0.452294429548918497E+01   -0.624032694970081958E+00    0.152154647931308973E+01   -0.433522367435648022E+02
   -0.585384812838265933E+00    0.361780838649779524E+01    0.326874947766386814E+00    0.618360792818334826E+01    0.557733831339977337E+00    0.567639053329269228E+01   -0.123223357732434491E+01    0.135111052946747412E+01   -0.432967387180786147E+02
    0.442162839353221149E+00    0.354333938907975643E+01    0.694034666009601731E+00    0.561971222233595746E+01    0.500584949624038211E+00    0.698745406276745484E+01   -0.537133929070650828E+00    0.153142287315706138E+01   -0.432619279135423511E+02
    0.470174727722720009E+00    0.391979759812868167E+01   -0.177260587658979007E+01    0.702063867439545142E+01    0.761701995649927271E-01    0.435212487770031942E+01    0.418851563709376484E+00    0.174089386126042234E+01   -0.432475973644107796E+02
    0.290192292181706335E+00    0.309143481047044544E+01   -0.170511335177670642E+00    0.746574799888739626E+01   -0.104754614719029937E+01    0.474283145685538177E+01   -0.684694320700922399E+00    0.152066904039906192E+01   -0.432461582303362206E+02
   -0.287791583004267694E-02    0.353200631303347601E+01   -0.153709920746221251E+01    0.772083914470477239E+01   -0.756146073118965710E-03    0.436869149362887832E+01    0.465780088115998026E+00    0.156681390853261004E+01   -0.431472898223035628E+02
   -0.628404209385595602E+00    0.308309557801864020E+01    0.156913092830767487E+01    0.870282308799558280E+01   -0.644806092113524132E+00    0.444903458057692891E+01   -0.105866532631803301E+01    0.175990401263852836E+01   -0.429698137566173273E+02
    0.214889575165415958E+00    0.319307364154596618E+01   -0.105001599612427676E+01    0.689796017724688326E+01   -0.334566654724852197E+00    0.547304683102154410E+01    0.125010120790365242E+01    0.196465719431091523E+01   -0.429569821094749642E+02
   -0.212468686114250760E+01    0.381982379101976255E+01   -0.772897654068728124E+00    0.720343052977538090E+01   -0.571350201045643491E+00    0.549545504950833852E+01    0.663414459541141532E+00    0.128413953913000412E+01   -0.429547845844743534E+02
   -0.904001534750674463E+00    0.388859667430960698E+01    0.225866762426540163E+00    0.562400149806789695E+01    0.803044486691841697E+00    0.802840830396183947E+01   -0.115908365576242955E+01    0.124889279518606267E+01   -0.429109884763062297E+02
   -0.490510659330686216E+00    0.321949385385713782E+01   -0.777951069083318347E+00    0.748531535865256359E+01   -0.726136206929744565E+00    0.533829465049887819E+01    0.117012113726623213E+01    0.163759112452641964E+01   -0.428743336185940791E+02
    0.351237498024556172E+00    0.488477224665175580E+01   -0.133454760960363994E+01    0.651854115159792347E+01   -0.100281530867885094E+01    0.479737765641072844E+01    0.439158950872806764E+00    0.145721247659361897E+01   -0.428234229742845258E+02
    0.683357920440072597E+00    0.380300064388724834E+01   -0.151512437139947798E+01    0.665422422097389088E+01   -0.670796666444932854E+00    0.484297347806256084E+01    0.669895423125565603E+00    0.174794213289103939E+01   -0.427964035207312179E+02
   -0.697010984406788880E+00    0.368218090409884624E+01    0.108778460612854189E+01    0.727957736424107260E+01   -0.427259442397109113E+00    0.459356371990124401E+01   -0.998488613454731833E+00    0.143950976564501221E+01   -0.427403358601927152E+02
   -0.482397182979299899E+00    0.314694446938788985E+01    0.121251643812447663E+01    0.894170448102507898E+01   -0.699744415075313264E+00    0.431558990735994108E+01   -0.123905237392827816E+01    0.190800754852487020E+01   -0.427326929161947930E+02
   -0.546112268188564065E+00    0.330458292067634085E+01    0.159471054949442492E+01    0.818003430549743626E+01   -0.768962265388381638E+00    0.441469832567357923E+01   -0.110162033580093066E+01    0.195422066254846971E+01   -0.427262076354755180E+02
    0.770020680662391932E+00    0.432271204406895038E+01   -0.151515238177510980E+01    0.689102991494411121E+01   -0.456255739237709290E+00    0.450105263445286763E+01    0.897276884793208884E+00    0.185522083934746695E+01   -0.426841085627547017E+02
   -0.449907684499397609E+00    0.660000873815206202E+01   -0.117465482640171670E+01    0.635333842018810113E+01   -0.440100557495757494E+00    0.546745441622996609E+01   -0.196710637857216319E+00    0.109998645433706699E+01   -0.426624233614093953E+02
    0.527800860430224672E+00    0.318595222958487856E+01   -0.826305189710202281E+00    0.767990616677992577E+01   -0.522527089395751987E+00    0.512109081838675895E+01    0.120882843361327463E+01    0.158064129176595713E+01   -0.426303624466615645E+02
   -0.660191872495404786E+00    0.351700962629459246E+01    0.758683070165223183E+00    0.573590841502418591E+01   -0.318829169302582760E+00    0.818552180804127794E+01   -0.104895462801908423E+01    0.138418119264975581E+01   -0.426208759399508921E+02
    0.139751592569231781E+00    0.313728261308615330E+01   -0.462951667819398560E+00    0.646036946135858603E+01   -0.169822188992518802E+00    0.661367944775698025E+01    0.123784708304998392E+01    0.191065119716282550E+01   -0.425534181703763181E+02
   -0.964467600138224523E+00    0.392241028392067914E+01    0.287771330007243753E+00    0.700125148633944416E+01    0.645950113373367912E-01    0.466727248293314023E+01   -0.991875223235284986E+00    0.138707610668607839E+01   -0.425172835338822779E+02
   -0.142708619451230506E+00    0.291850101414350149E+01    0.122425781147127122E+01    0.752035758110465125E+01    0.109016002613452923E+01    0.621090591191675667E+01   -0.884796969323370708E+00    0.107368154459399423E+01   -0.424585262846467231E+02
    0.854796641403090307E+00    0.364228597977206192E+01    0.403927210588749142E+00    0.720548447975576956E+01   -0.109966219446557067E+01    0.443123280477007864E+01   -0.790538558248450429E+00    0.175794229784898870E+01   -0.424485115099560062E+02
   -0.195367930671490830E+00    0.345562238616634243E+01   -0.112698461367192149E+01    0.665908306058054222E+01    0.151653388127989869E+00    0.604533692653117338E+01    0.852647573555656013E-01    0.114605784517875198E+01   -0.424392804046536867E+02
    0.461637202671353830E+00    0.365532800668082158E+01   -0.124462345108320727E+01    0.592630885550901443E+01    0.707974416865853468E-01    0.617556952537658965E+01    0.854437935476407284E-01    0.143315962032189881E+01   -0.424362582296120650E+02
   -0.471932402872103474E+00    0.323181069702119750E+01    0.105683994517373558E+01    0.861055756699889230E+01   -0.690586426999051928E+00    0.445506720429755187E+01   -0.862234336447466720E+00    0.139559329521841957E+01   -0.424348661210578513E+02
   -0.814648519080932942E+00    0.314466366539393993E+01    0.123870088307546800E+01    0.736829116523266414E+01   -0.620663636463756552E+00    0.533071513990432866E+01   -0.465149947575831224E+00    0.141360036390606547E+01   -0.424326980732013652E+02
    0.137009170915236878E+01    0.361377367864542220E+01   -0.138236749651335411E+01    0.705814165460250909E+01   -0.160344557983152480E+01    0.491476876022710929E+01    0.424261668318064389E+00    0.137195314002514968E+01   -0.424163227107000438E+02
    0.137922750760518387E+01    0.211067111217365388E+01    0.674285823905018455E+00    0.971775907635817227E+01    0.300401443031656445E+00    0.730960662757356605E+01   -0.535639525240252157E+00    0.207051274258779427E+01   -0.424038954746584125E+02
    0.440220745341242448E+00    0.374454828375640147E+01   -0.132784860215349143E+01    0.737210183427928278E+01   -0.544069324833010182E+00    0.450053167260757370E+01    0.532649318154203244E+00    0.159273394062848483E+01   -0.423883088837435338E+02
   -0.438474947157270478E+00    0.345525232735881538E+01    0.828766141401991896E+00    0.600413025681065005E+01    0.920676636039879058E-02    0.641107100168833366E+01   -0.108931612118475596E+01    0.165331040298749876E+01   -0.423761309281184850E+02
   -0.550976383967369032E+00    0.548286821594044760E+01    0.120970429549439729E+01    0.578195374246081961E+01   -0.663038101186013584E+00    0.590227416631845525E+01   -0.878909985375144420E+00    0.143047212328047912E+01   -0.423750760031865639E+02
   -0.457873848812280382E+00    0.348285136137628815E+01    0.103961558530074938E+01    0.909459197044008505E+01   -0.527950546163689527E+00    0.409170969634927495E+01   -0.416020367577008054E+00    0.157810055396396454E+01   -0.423661421158253120E+02
   -0.336472362753240439E+00    0.309911712425519337E+01   -0.522032128376651028E+00    0.707443844167695346E+01   -0.881970273554982809E+00    0.585730498684842082E+01   -0.810143497876695678E-01    0.126746344340224670E+01   -0.423549164017539113E+02
    0.858602386698692210E-01    0.295597744817760422E+01   -0.996451078823797243E+00    0.876556045603969025E+01    0.326194175425724708E-01    0.487748400849528885E+01    0.719152437854034376E+00    0.149244000027572810E+01   -0.423543695295871032E+02
    0.348107407946242675E+00    0.335845572689245708E+01    0.131398628100281023E+01    0.702078803117254235E+01    0.131435104970513361E+01    0.489472249744566845E+01   -0.978239814926169293E+00    0.141759977567476780E+01   -0.423253159148703162E+02
    0.633698572471272231E-01    0.325826435180468277E+01    0.273487725222301403E+01    0.684329960651300606E+01    0.121780546912285748E+01    0.576123485825258008E+01   -0.882714194318562462E+00    0.124692653123103114E+01   -0.422582970157680933E+02
    0.390304998748215282E+00    0.383549883239299838E+01    0.265367967356902623E+01    0.654971680479994589E+01    0.116769979375770760E+01    0.515843490115550285E+01   -0.704865345786788278E+00    0.138221221633441282E+01   -0.422072327193414196E+02
    0.637194695570515446E-01    0.336365832174588020E+01    0.219676228333821610E+01    0.681918323503741508E+01    0.135272888017019199E+01    0.550685907748742753E+01   -0.840492126907310344E+00    0.126048558699017299E+01   -0.421926825811660109E+02
   -0.978338346817371418E+00    0.318306760026049940E+01    0.121292105885280788E+01    0.912835710175461301E+01   -0.387940311798032234E+00    0.453575814790906584E+01   -0.166308680875091230E+01    0.143580982459694084E+01   -0.421892545964899881E+02
   -0.559211802734793872E+00    0.359128011480080467E+01   -0.994682045772671053E+00    0.654795202023911571E+01   -0.204754844563956817E+00    0.617674415145101374E+01    0.184320459084478888E+00    0.118963337269526970E+01   -0.421885538596803542E+02
    0.990184566705088476E+00    0.565220884510885835E+01   -0.183348117583830739E+01    0.682526841242357385E+01   -0.334734034499879263E+00    0.444049575214616343E+01    0.713307488364510300E+00    0.183041282761535085E+01   -0.421836684702290370E+02
